month,segment_id,state,product_line,territory,written_premium,earned_premium,incurred_losses,loss_ratio,expense_ratio,combined_ratio,retention,policy_count,claim_frequency,avg_claim_severity
2026-03,OR-HO-02,OR,Home,Rural farm belt,821296,780463,518972,66.5,29.5,96.0,79.6,334,8.0,19327
2025-04,OR-HO-03,OR,Home,Wildland interface,1100004,1015125,725651,71.5,30.3,101.8,78.5,507,6.3,22695
2025-05,OR-HO-03,OR,Home,Wildland interface,912309,897620,739492,82.4,30.3,112.6,76.8,381,8.3,23359
2025-06,OR-HO-03,OR,Home,Wildland interface,1103813,1091118,881495,80.8,26.9,107.7,75.4,621,8.1,17432
2025-07,OR-HO-03,OR,Home,Wildland interface,821131,805255,658688,81.8,30.8,112.6,79.4,359,6.6,27762
2025-08,OR-HO-03,OR,Home,Wildland interface,790617,756663,647281,85.5,28.4,114.0,77.8,485,9.8,13635
2025-09,OR-HO-03,OR,Home,Wildland interface,778842,739138,593776,80.3,30.2,110.5,76.5,329,9.7,18644
2025-10,OR-HO-03,OR,Home,Wildland interface,896693,876758,668918,76.3,31.1,107.4,78.0,475,7.6,18447
2025-11,OR-HO-03,OR,Home,Wildland interface,892730,823380,699268,84.9,29.5,114.5,80.8,549,9.2,13895
2025-12,OR-HO-03,OR,Home,Wildland interface,769927,746436,610427,81.8,30.4,112.2,77.8,399,7.0,21955
2026-01,OR-HO-03,OR,Home,Wildland interface,964478,972431,760968,78.3,31.1,109.3,77.2,568,7.6,17722
2026-02,OR-HO-03,OR,Home,Wildland interface,851437,830425,558215,67.2,29.5,96.7,79.6,528,5.4,19574
2026-03,OR-HO-03,OR,Home,Wildland interface,1101887,1026827,877566,85.5,28.9,114.3,79.8,626,7.0,20003
2025-04,OR-HO-04,OR,Home,Mountain and hail belt,774436,738273,556559,75.4,29.2,104.6,77.3,400,8.2,16869
2025-05,OR-HO-04,OR,Home,Mountain and hail belt,1005836,941714,822214,87.3,30.9,118.2,75.5,575,7.5,19066
2025-06,OR-HO-04,OR,Home,Mountain and hail belt,973374,964491,740667,76.8,31.4,108.2,75.9,476,6.2,25124
2025-07,OR-HO-04,OR,Home,Mountain and hail belt,1004090,1003764,854757,85.2,30.6,115.8,73.8,558,6.9,22190
2025-08,OR-HO-04,OR,Home,Mountain and hail belt,1106782,1104143,903131,81.8,30.8,112.6,77.2,763,7.7,15405
2025-09,OR-HO-04,OR,Home,Mountain and hail belt,1033898,1038154,748916,72.1,30.6,102.7,73.9,443,9.0,18864
2025-10,OR-HO-04,OR,Home,Mountain and hail belt,745318,709072,493408,69.6,30.6,100.2,76.1,331,5.7,25926
2025-11,OR-HO-04,OR,Home,Mountain and hail belt,1171268,1163753,760631,65.4,27.3,92.7,74.9,716,6.0,17572
2025-12,OR-HO-04,OR,Home,Mountain and hail belt,1005759,956854,626150,65.4,32.0,97.4,75.7,577,5.8,18839
2026-01,OR-HO-04,OR,Home,Mountain and hail belt,1109329,1091946,809118,74.1,30.2,104.3,74.8,712,7.2,15782
2026-02,OR-HO-04,OR,Home,Mountain and hail belt,866616,881601,596651,67.7,28.2,95.9,74.9,427,7.4,18758
2026-03,OR-HO-04,OR,Home,Mountain and hail belt,934311,946803,743775,78.6,28.1,106.7,74.4,466,8.4,19095
2025-04,OR-AU-01,OR,Auto,Urban agency corridor,655832,650201,416967,64.1,25.2,89.3,76.4,361,7.5,15328
2025-05,OR-AU-01,OR,Auto,Urban agency corridor,752538,762548,554615,72.7,23.3,96.1,78.5,396,8.3,16777
2025-06,OR-AU-01,OR,Auto,Urban agency corridor,805930,784254,575423,73.4,22.8,96.2,77.3,377,9.2,16648
2025-07,OR-AU-01,OR,Auto,Urban agency corridor,848588,781140,565650,72.4,28.1,100.5,77.3,335,6.1,27729
2025-08,OR-AU-01,OR,Auto,Urban agency corridor,743476,698827,553747,79.2,24.4,103.7,78.7,304,10.0,18269
2025-09,OR-AU-01,OR,Auto,Urban agency corridor,784549,763770,559208,73.2,28.1,101.3,80.3,526,6.1,17296
2025-10,OR-AU-01,OR,Auto,Urban agency corridor,637688,645317,489431,75.8,24.9,100.7,77.8,277,6.2,28680
2025-11,OR-AU-01,OR,Auto,Urban agency corridor,928704,935831,521772,55.8,25.9,81.7,75.5,393,6.2,21247
2025-12,OR-AU-01,OR,Auto,Urban agency corridor,958510,933905,586401,62.8,28.1,90.9,80.0,522,7.4,15143
2026-01,OR-AU-01,OR,Auto,Urban agency corridor,624674,584850,359930,61.5,24.0,85.6,76.0,278,5.4,24096
2026-02,OR-AU-01,OR,Auto,Urban agency corridor,805681,802239,457747,57.1,27.6,84.7,80.2,364,5.7,22208
2026-03,OR-AU-01,OR,Auto,Urban agency corridor,621861,613731,361574,58.9,23.3,82.3,76.8,399,6.7,13542
2025-04,OR-AU-02,OR,Auto,Rural farm belt,554504,546390,421968,77.2,22.9,100.1,76.3,340,8.1,15310
2025-05,OR-AU-02,OR,Auto,Rural farm belt,739227,746259,596775,80.0,24.4,104.3,76.3,323,8.9,20736
2025-06,OR-AU-02,OR,Auto,Rural farm belt,785424,739801,529501,71.6,23.4,95.0,80.1,380,7.5,18649
2025-07,OR-AU-02,OR,Auto,Rural farm belt,765801,740593,588970,79.5,26.5,106.0,76.9,482,7.1,17322
2025-08,OR-AU-02,OR,Auto,Rural farm belt,892245,828171,639435,77.2,26.7,103.9,76.0,436,9.9,14833
2025-09,OR-AU-02,OR,Auto,Rural farm belt,774531,751720,583437,77.6,23.4,101.0,77.5,406,9.6,14963
2025-10,OR-AU-02,OR,Auto,Rural farm belt,648957,634884,421533,66.4,25.6,92.0,80.4,358,6.6,17852
2025-11,OR-AU-02,OR,Auto,Rural farm belt,749075,693474,489140,70.5,27.3,97.9,79.9,406,6.1,19783
2025-12,OR-AU-02,OR,Auto,Rural farm belt,864821,845649,517223,61.2,24.6,85.7,75.9,353,5.0,29162
2026-01,OR-AU-02,OR,Auto,Rural farm belt,607774,615905,371000,60.2,25.0,85.2,80.2,289,4.9,26409
2026-02,OR-AU-02,OR,Auto,Rural farm belt,836112,804370,629170,78.2,24.8,103.0,80.8,350,8.3,21553
2026-03,OR-AU-02,OR,Auto,Rural farm belt,855438,843615,606722,71.9,26.4,98.3,77.7,579,7.1,14842
2025-04,OR-AU-03,OR,Auto,Wildland interface,659769,651423,566175,86.9,25.7,112.6,73.3,424,9.4,14182
2025-05,OR-AU-03,OR,Auto,Wildland interface,655478,664485,618922,93.1,23.2,116.3,73.2,383,8.2,19657
2025-06,OR-AU-03,OR,Auto,Wildland interface,885386,815941,701569,86.0,23.1,109.1,68.5,421,7.8,21351
2025-07,OR-AU-03,OR,Auto,Wildland interface,578742,575301,519568,90.3,23.9,114.2,69.6,256,11.6,17489
2025-08,OR-AU-03,OR,Auto,Wildland interface,753420,714940,693188,97.0,26.9,123.8,70.2,368,8.9,21104
2025-09,OR-AU-03,OR,Auto,Wildland interface,688674,654361,540969,82.7,26.5,109.1,69.6,410,10.6,12456
2025-10,OR-AU-03,OR,Auto,Wildland interface,931736,939163,878324,93.5,26.3,119.8,70.9,516,7.6,22499
2025-11,OR-AU-03,OR,Auto,Wildland interface,934655,922630,814490,88.3,24.4,112.7,70.8,649,9.4,13338
2025-12,OR-AU-03,OR,Auto,Wildland interface,868137,839794,732653,87.2,24.3,111.5,72.6,385,7.2,26336
2026-01,OR-AU-03,OR,Auto,Wildland interface,798884,812288,659471,81.2,23.3,104.5,69.8,547,7.6,15939
2026-02,OR-AU-03,OR,Auto,Wildland interface,943785,948234,698073,73.6,26.8,100.5,69.5,608,6.8,16950
2026-03,OR-AU-03,OR,Auto,Wildland interface,824160,830228,643606,77.5,27.1,104.6,72.7,438,7.8,18760
2025-04,OR-AU-04,OR,Auto,Mountain and hail belt,903267,841603,765753,91.0,25.4,116.4,75.6,432,10.7,16603
2025-05,OR-AU-04,OR,Auto,Mountain and hail belt,891540,869437,780661,89.8,24.8,114.6,77.3,522,10.2,14670
2025-06,OR-AU-04,OR,Auto,Mountain and hail belt,747610,724978,577664,79.7,28.4,108.1,77.0,327,6.6,26764
2025-07,OR-AU-04,OR,Auto,Mountain and hail belt,699085,672095,596755,88.8,23.8,112.6,75.0,433,7.3,18896
2025-08,OR-AU-04,OR,Auto,Mountain and hail belt,781711,751817,606330,80.6,24.5,105.1,76.4,340,8.1,22105
2025-09,OR-AU-04,OR,Auto,Mountain and hail belt,814989,805604,648204,80.5,27.4,107.9,79.9,405,8.1,19798
2025-10,OR-AU-04,OR,Auto,Mountain and hail belt,634813,634494,482482,76.0,26.8,102.9,77.1,275,7.4,23559
2025-11,OR-AU-04,OR,Auto,Mountain and hail belt,819899,759122,537225,70.8,27.6,98.3,79.8,376,6.3,22858
2025-12,OR-AU-04,OR,Auto,Mountain and hail belt,736430,739563,534341,72.3,26.7,99.0,74.2,403,7.7,17188
2026-01,OR-AU-04,OR,Auto,Mountain and hail belt,820363,809432,634780,78.4,25.4,103.8,77.1,643,7.6,12913
2026-02,OR-AU-04,OR,Auto,Mountain and hail belt,589071,573132,418561,73.0,28.4,101.4,74.2,262,6.7,23779
2026-03,OR-AU-04,OR,Auto,Mountain and hail belt,903815,913736,658682,72.1,23.1,95.2,75.0,621,7.1,14909
2025-04,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,538289,548529,361774,66.0,29.6,95.6,86.5,274,5.6,23605
2025-05,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,592666,550794,391950,71.2,28.8,100.0,81.8,436,8.5,10557
2025-06,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,527777,508455,408002,80.2,28.9,109.1,86.6,373,7.9,13823
2025-07,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,409585,385478,317658,82.4,30.8,113.2,84.3,295,10.5,10286
2025-08,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,647975,654410,499105,76.3,25.7,102.0,87.0,406,6.2,19838
2025-09,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,560910,558232,430748,77.2,27.9,105.1,81.9,388,8.9,12520
2025-10,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,631235,605301,472289,78.0,27.5,105.5,86.0,429,6.3,17556
2025-11,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,604959,586859,451762,77.0,25.8,102.8,84.1,265,8.4,20381
2025-12,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,620826,630440,408474,64.8,30.1,94.9,81.6,403,5.2,19497
2026-01,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,547872,523536,387084,73.9,28.1,102.0,85.5,260,9.3,15965
2026-02,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,586531,586417,413349,70.5,26.0,96.5,82.4,283,6.6,22109
2026-03,OR-FR-01,OR,Farm and Ranch,Urban agency corridor,623663,593520,364183,61.4,25.5,86.9,83.3,356,6.9,14753
2025-04,OR-FR-02,OR,Farm and Ranch,Rural farm belt,397854,380106,269279,70.8,29.1,99.9,81.9,224,7.9,15203
2025-05,OR-FR-02,OR,Farm and Ranch,Rural farm belt,495150,459732,404975,88.1,30.9,119.0,85.9,240,10.6,15991
2025-06,OR-FR-02,OR,Farm and Ranch,Rural farm belt,496338,463523,367418,79.3,28.5,107.7,80.4,264,8.3,16865
2025-07,OR-FR-02,OR,Farm and Ranch,Rural farm belt,526862,488766,386615,79.1,27.0,106.1,83.7,252,9.3,16443
2025-08,OR-FR-02,OR,Farm and Ranch,Rural farm belt,429290,408025,370996,90.9,27.5,118.4,83.7,187,9.9,19960
2025-09,OR-FR-02,OR,Farm and Ranch,Rural farm belt,493102,493866,431342,87.3,31.3,118.7,80.8,305,7.1,19814
2025-10,OR-FR-02,OR,Farm and Ranch,Rural farm belt,459871,437529,378596,86.5,31.3,117.8,81.7,213,8.7,20449
2025-11,OR-FR-02,OR,Farm and Ranch,Rural farm belt,564627,533145,390454,73.2,30.4,103.6,82.3,386,7.1,14253
2025-12,OR-FR-02,OR,Farm and Ranch,Rural farm belt,572457,557896,428245,76.8,28.8,105.6,85.7,313,7.0,19681
2026-01,OR-FR-02,OR,Farm and Ranch,Rural farm belt,533519,506380,386051,76.2,30.4,106.7,84.8,294,7.6,17218
2026-02,OR-FR-02,OR,Farm and Ranch,Rural farm belt,590606,557652,425744,76.3,29.8,106.1,84.7,417,6.1,16654
2026-03,OR-FR-02,OR,Farm and Ranch,Rural farm belt,551145,529144,399959,75.6,31.0,106.6,84.1,282,6.6,21491
2025-04,OR-FR-03,OR,Farm and Ranch,Wildland interface,591453,583031,516928,88.7,29.4,118.0,74.9,244,8.1,26015
2025-05,OR-FR-03,OR,Farm and Ranch,Wildland interface,498250,495893,509849,102.8,28.1,130.9,74.7,320,10.2,15579
2025-06,OR-FR-03,OR,Farm and Ranch,Wildland interface,532775,521082,511174,98.1,28.2,126.3,77.0,243,9.4,22394
2025-07,OR-FR-03,OR,Farm and Ranch,Wildland interface,531173,507003,451400,89.0,26.1,115.2,77.1,215,11.0,19055
2025-08,OR-FR-03,OR,Farm and Ranch,Wildland interface,652007,609084,568631,93.4,28.2,121.6,75.9,337,9.4,17858
2025-09,OR-FR-03,OR,Farm and Ranch,Wildland interface,520900,515523,470012,91.2,27.3,118.5,79.5,372,7.8,16278
2025-10,OR-FR-03,OR,Farm and Ranch,Wildland interface,580761,573626,488903,85.2,31.4,116.6,76.1,395,10.3,12054
2025-11,OR-FR-03,OR,Farm and Ranch,Wildland interface,560267,569145,474017,83.3,27.9,111.2,75.7,286,8.6,19225
2025-12,OR-FR-03,OR,Farm and Ranch,Wildland interface,418405,410627,329944,80.4,29.1,109.4,77.0,199,9.4,17599
2026-01,OR-FR-03,OR,Farm and Ranch,Wildland interface,619905,620446,478234,77.1,26.1,103.2,79.9,423,8.4,13392
2026-02,OR-FR-03,OR,Farm and Ranch,Wildland interface,541941,512803,473456,92.3,28.7,121.0,78.5,264,8.7,20505
2026-03,OR-FR-03,OR,Farm and Ranch,Wildland interface,581155,554883,523431,94.3,29.2,123.5,79.5,269,10.5,18538
2025-04,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,438723,434048,378051,87.1,28.0,115.1,77.8,256,10.3,14291
2025-05,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,560120,554151,512730,92.5,31.5,124.0,80.3,305,11.3,14901
2025-06,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,478880,462168,388575,84.1,27.7,111.7,77.0,328,7.3,16311
2025-07,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,654207,634936,589391,92.8,29.6,122.4,79.5,286,9.3,22075
2025-08,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,422798,390279,377831,96.8,27.3,124.1,78.6,208,11.6,15651
2025-09,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,526048,523025,495290,94.7,28.8,123.5,77.7,378,8.3,15740
2025-10,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,628162,600953,557150,92.7,25.7,118.5,81.3,319,7.4,23452
2025-11,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,435848,437158,386542,88.4,27.3,115.7,83.0,247,9.6,16359
2025-12,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,633884,611005,553495,90.6,30.2,120.7,78.4,279,8.7,22863
2026-01,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,509347,504801,420402,83.3,26.5,109.8,77.8,339,9.8,12709
2026-02,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,431703,412311,320596,77.8,28.7,106.5,78.9,200,8.7,18444
2026-03,OR-FR-04,OR,Farm and Ranch,Mountain and hail belt,492141,494996,458545,92.6,29.6,122.2,77.6,209,8.1,27067
2025-04,OR-UM-01,OR,Umbrella,Urban agency corridor,160477,159055,85631,53.8,23.1,76.9,89.8,149,5.2,11088
2025-05,OR-UM-01,OR,Umbrella,Urban agency corridor,163230,156933,76431,48.7,22.3,71.0,91.0,196,4.8,8069
2025-06,OR-UM-01,OR,Umbrella,Urban agency corridor,165119,167370,81029,48.4,24.2,72.6,87.7,227,4.3,8384
2025-07,OR-UM-01,OR,Umbrella,Urban agency corridor,208593,207152,104532,50.5,22.5,72.9,87.9,266,5.0,7922
2025-08,OR-UM-01,OR,Umbrella,Urban agency corridor,161466,155486,70875,45.6,20.1,65.7,90.7,161,4.4,10034
2025-09,OR-UM-01,OR,Umbrella,Urban agency corridor,195382,189234,88475,46.8,22.6,69.3,86.0,235,4.1,9196
2025-10,OR-UM-01,OR,Umbrella,Urban agency corridor,186420,173822,94494,54.4,21.1,75.5,85.7,125,6.4,11836
2025-11,OR-UM-01,OR,Umbrella,Urban agency corridor,209452,195459,95740,49.0,19.5,68.4,91.3,212,4.5,9932
2025-12,OR-UM-01,OR,Umbrella,Urban agency corridor,168511,161296,84436,52.3,19.5,71.8,88.1,171,4.8,10373
2026-01,OR-UM-01,OR,Umbrella,Urban agency corridor,167934,165507,79951,48.3,18.5,66.8,88.6,200,5.6,7142
2026-02,OR-UM-01,OR,Umbrella,Urban agency corridor,212350,195559,95043,48.6,23.4,72.0,91.7,191,6.0,8356
2026-03,OR-UM-01,OR,Umbrella,Urban agency corridor,153907,147490,74388,50.4,19.1,69.6,87.6,110,6.2,10975
2025-04,OR-UM-02,OR,Umbrella,Rural farm belt,186234,171493,95201,55.5,21.1,76.7,85.0,147,6.7,9633
2025-05,OR-UM-02,OR,Umbrella,Rural farm belt,176426,174425,106583,61.1,19.0,80.1,81.3,140,5.8,13017
2025-06,OR-UM-02,OR,Umbrella,Rural farm belt,174944,177800,93549,52.6,19.3,72.0,82.3,224,5.1,8149
2025-07,OR-UM-02,OR,Umbrella,Rural farm belt,196194,192419,118263,61.5,22.6,84.1,85.8,162,6.8,10700
2025-08,OR-UM-02,OR,Umbrella,Rural farm belt,189657,184148,111253,60.4,20.3,80.7,81.0,137,4.9,16497
2025-09,OR-UM-02,OR,Umbrella,Rural farm belt,188643,175679,95954,54.6,22.1,76.7,83.8,125,4.4,17476
2025-10,OR-UM-02,OR,Umbrella,Rural farm belt,231545,216078,128150,59.3,21.9,81.2,82.9,180,5.2,13581
2025-11,OR-UM-02,OR,Umbrella,Rural farm belt,234895,234199,99066,42.3,18.9,61.2,82.2,307,5.4,5952
2025-12,OR-UM-02,OR,Umbrella,Rural farm belt,220392,213926,111212,52.0,21.5,73.5,83.2,176,6.6,9617
2026-01,OR-UM-02,OR,Umbrella,Rural farm belt,197221,193593,87466,45.2,20.4,65.5,83.7,221,3.9,10109
2026-02,OR-UM-02,OR,Umbrella,Rural farm belt,198363,190244,99096,52.1,23.5,75.6,84.8,243,4.7,8607
2026-03,OR-UM-02,OR,Umbrella,Rural farm belt,218487,219502,94477,43.0,19.0,62.1,83.3,210,4.1,11021
2025-04,OR-UM-03,OR,Umbrella,Wildland interface,201917,189072,131907,69.8,21.6,91.4,84.4,154,8.4,10233
2025-05,OR-UM-03,OR,Umbrella,Wildland interface,150145,149861,89273,59.6,23.8,83.4,84.4,198,5.2,8731
2025-06,OR-UM-03,OR,Umbrella,Wildland interface,164539,152427,105338,69.1,22.0,91.1,80.2,146,7.4,9710
2025-07,OR-UM-03,OR,Umbrella,Wildland interface,186814,182459,115811,63.5,20.0,83.5,80.4,162,5.7,12517
2025-08,OR-UM-03,OR,Umbrella,Wildland interface,162460,157730,90029,57.1,23.7,80.8,81.2,149,6.1,9967
2025-09,OR-UM-03,OR,Umbrella,Wildland interface,156038,158084,110924,70.2,21.8,92.0,85.2,127,7.3,11946
2025-10,OR-UM-03,OR,Umbrella,Wildland interface,173313,166662,109291,65.6,20.1,85.7,80.2,168,6.6,9930
2025-11,OR-UM-03,OR,Umbrella,Wildland interface,229870,215603,140073,65.0,24.4,89.4,85.5,275,6.6,7703
2025-12,OR-UM-03,OR,Umbrella,Wildland interface,171584,172353,94498,54.8,21.8,76.6,79.8,197,5.3,9028
2026-01,OR-UM-03,OR,Umbrella,Wildland interface,174690,171593,97326,56.7,22.1,78.8,82.7,136,6.7,10696
2026-02,OR-UM-03,OR,Umbrella,Wildland interface,233825,232901,124250,53.3,18.5,71.9,82.2,260,5.8,8270
2026-03,OR-UM-03,OR,Umbrella,Wildland interface,229227,230996,156171,67.6,18.5,86.1,83.7,176,6.1,14616
2025-04,OR-UM-04,OR,Umbrella,Mountain and hail belt,229016,226993,116567,51.4,24.0,75.4,83.1,208,4.7,12009
2025-05,OR-UM-04,OR,Umbrella,Mountain and hail belt,172807,175823,93583,53.2,19.1,72.3,78.6,136,6.8,10180
2025-06,OR-UM-04,OR,Umbrella,Mountain and hail belt,192010,185001,130483,70.5,19.9,90.5,79.3,195,6.1,10914
2025-07,OR-UM-04,OR,Umbrella,Mountain and hail belt,205603,204274,121423,59.4,20.1,79.6,78.2,234,5.2,9952
2025-08,OR-UM-04,OR,Umbrella,Mountain and hail belt,195951,183320,102904,56.1,21.3,77.4,80.2,166,4.6,13609
2025-09,OR-UM-04,OR,Umbrella,Mountain and hail belt,161480,153540,86700,56.5,19.2,75.7,78.7,128,4.9,13953
2025-10,OR-UM-04,OR,Umbrella,Mountain and hail belt,208995,193118,124996,64.7,20.5,85.2,78.3,213,7.0,8413
2025-11,OR-UM-04,OR,Umbrella,Mountain and hail belt,192691,190325,99621,52.3,24.4,76.8,77.9,188,5.4,9882
2025-12,OR-UM-04,OR,Umbrella,Mountain and hail belt,216424,204518,111459,54.5,23.3,77.8,78.6,275,4.7,8665
2026-01,OR-UM-04,OR,Umbrella,Mountain and hail belt,240411,224321,135640,60.5,20.7,81.2,81.5,191,5.8,12228
2026-02,OR-UM-04,OR,Umbrella,Mountain and hail belt,171325,171543,79895,46.6,18.9,65.5,83.2,165,5.7,8467
2026-03,OR-UM-04,OR,Umbrella,Mountain and hail belt,235645,236336,126741,53.6,18.8,72.4,80.5,278,5.2,8815
2025-04,ID-HO-01,ID,Home,Urban agency corridor,795584,746827,423963,56.8,31.8,88.6,78.5,380,6.5,17155
2025-05,ID-HO-01,ID,Home,Urban agency corridor,838051,805534,513400,63.7,26.9,90.6,79.9,572,7.5,11967
2025-06,ID-HO-01,ID,Home,Urban agency corridor,1120148,1089435,726716,66.7,31.3,98.0,83.0,456,5.8,27259
2025-07,ID-HO-01,ID,Home,Urban agency corridor,878637,856189,553412,64.6,32.0,96.6,81.3,504,7.7,14268
2025-08,ID-HO-01,ID,Home,Urban agency corridor,864858,814611,582251,71.5,31.2,102.6,78.6,340,7.0,24312
2025-09,ID-HO-01,ID,Home,Urban agency corridor,1084386,1106031,789191,71.4,27.1,98.5,82.2,710,6.2,18041
2025-10,ID-HO-01,ID,Home,Urban agency corridor,1163300,1076740,750124,69.7,27.8,97.5,83.3,496,7.5,20132
2025-11,ID-HO-01,ID,Home,Urban agency corridor,1132479,1137600,600771,52.8,30.1,82.9,83.1,554,4.4,24785
2025-12,ID-HO-01,ID,Home,Urban agency corridor,744244,736844,480173,65.2,29.9,95.0,81.6,502,5.2,18260
2026-01,ID-HO-01,ID,Home,Urban agency corridor,1166721,1130812,600608,53.1,29.4,82.6,78.8,745,6.2,13045
2026-02,ID-HO-01,ID,Home,Urban agency corridor,998558,918742,593804,64.6,27.7,92.3,79.0,442,5.3,25138
2026-03,ID-HO-01,ID,Home,Urban agency corridor,1161925,1106569,553672,50.0,30.0,80.1,83.8,516,4.3,25160
2025-04,ID-HO-02,ID,Home,Rural farm belt,742838,705827,426385,60.4,27.4,87.9,84.0,326,4.9,26638
2025-05,ID-HO-02,ID,Home,Rural farm belt,1003352,940562,730807,77.7,30.7,108.4,83.9,436,9.0,18587
2025-06,ID-HO-02,ID,Home,Rural farm belt,981247,919953,620731,67.5,30.6,98.1,79.1,440,5.5,25600
2025-07,ID-HO-02,ID,Home,Rural farm belt,1157281,1110018,893199,80.5,32.3,112.8,78.5,571,6.6,23532
2025-08,ID-HO-02,ID,Home,Rural farm belt,1173286,1105340,797296,72.1,32.1,104.3,79.2,524,8.3,18331
2025-09,ID-HO-02,ID,Home,Rural farm belt,1187492,1112430,847642,76.2,27.0,103.2,82.6,560,6.4,23705
2025-10,ID-HO-02,ID,Home,Rural farm belt,936811,886711,553706,62.4,26.9,89.4,79.9,645,8.3,10319
2025-11,ID-HO-02,ID,Home,Rural farm belt,913032,906876,662824,73.1,31.8,104.9,81.3,538,7.1,17244
2025-12,ID-HO-02,ID,Home,Rural farm belt,779904,754907,524720,69.5,30.4,99.9,82.5,525,8.8,11314
2026-01,ID-HO-02,ID,Home,Rural farm belt,1149151,1091109,644555,59.1,32.2,91.3,78.8,754,6.3,13570
2026-02,ID-HO-02,ID,Home,Rural farm belt,1099839,1072018,751713,70.1,27.1,97.2,81.9,548,7.1,19394
2026-03,ID-HO-02,ID,Home,Rural farm belt,758824,769633,451119,58.6,31.8,90.5,79.3,563,6.9,11658
2025-04,ID-HO-03,ID,Home,Wildland interface,826581,780090,546424,70.0,29.9,100.0,79.1,546,7.5,13293
2025-05,ID-HO-03,ID,Home,Wildland interface,899909,854423,715746,83.8,30.1,113.9,75.2,667,10.0,10702
2025-06,ID-HO-03,ID,Home,Wildland interface,841671,781234,695437,89.0,28.4,117.4,76.4,431,8.2,19586
2025-07,ID-HO-03,ID,Home,Wildland interface,751989,732747,570673,77.9,31.8,109.7,76.2,415,8.8,15567
2025-08,ID-HO-03,ID,Home,Wildland interface,934365,880755,692838,78.7,26.9,105.5,78.5,436,9.9,16016
2025-09,ID-HO-03,ID,Home,Wildland interface,882012,859207,767494,89.3,30.0,119.4,77.4,387,7.7,25736
2025-10,ID-HO-03,ID,Home,Wildland interface,923337,898916,761893,84.8,29.3,114.1,79.3,500,10.7,14193
2025-11,ID-HO-03,ID,Home,Wildland interface,1163248,1153279,870614,75.5,31.9,107.4,78.8,568,7.1,21525
2025-12,ID-HO-03,ID,Home,Wildland interface,789086,785707,531040,67.6,32.4,100.0,79.9,360,8.3,17746
2026-01,ID-HO-03,ID,Home,Wildland interface,942231,959971,687235,71.6,32.5,104.1,77.8,434,8.1,19441
2026-02,ID-HO-03,ID,Home,Wildland interface,1187955,1201518,789180,65.7,28.8,94.5,76.4,739,7.4,14439
2026-03,ID-HO-03,ID,Home,Wildland interface,970544,977675,788107,80.6,30.2,110.8,77.2,564,8.4,16593
2025-04,ID-HO-04,ID,Home,Mountain and hail belt,957032,890135,628162,70.6,29.7,100.3,80.6,516,7.5,16242
2025-05,ID-HO-04,ID,Home,Mountain and hail belt,926977,909268,624337,68.7,28.2,96.8,79.4,466,6.3,21402
2025-06,ID-HO-04,ID,Home,Mountain and hail belt,722815,729290,553074,75.8,27.9,103.8,83.0,315,6.3,27748
2025-07,ID-HO-04,ID,Home,Mountain and hail belt,718479,719728,547094,76.0,28.2,104.2,81.5,350,9.5,16433
2025-08,ID-HO-04,ID,Home,Mountain and hail belt,1126388,1051414,919003,87.4,29.2,116.6,83.5,674,9.1,14950
2025-09,ID-HO-04,ID,Home,Mountain and hail belt,1026366,963546,691771,71.8,31.4,103.2,83.0,453,6.1,25175
2025-10,ID-HO-04,ID,Home,Mountain and hail belt,1116984,1085180,740973,68.3,28.4,96.6,81.6,771,5.8,16547
2025-11,ID-HO-04,ID,Home,Mountain and hail belt,1151897,1063080,705031,66.3,31.5,97.8,83.6,691,6.8,15050
2025-12,ID-HO-04,ID,Home,Mountain and hail belt,1177594,1166363,768638,65.9,31.4,97.3,81.6,588,8.1,16106
2026-01,ID-HO-04,ID,Home,Mountain and hail belt,749798,717742,509403,71.0,27.6,98.5,83.8,372,7.7,17845
2026-02,ID-HO-04,ID,Home,Mountain and hail belt,819718,827463,616047,74.5,30.6,105.1,80.3,488,9.0,14098
2026-03,ID-HO-04,ID,Home,Mountain and hail belt,1027097,1044036,817250,78.3,30.4,108.7,82.6,669,8.2,14900
